3.094925300711237615e-02,3.822038511764302982e-01,2.710178739431422512e-01,2.546141329264286490e-01,4.169084515467715857e-01,8.499157934638356116e-01,6.113390020494602339e-04,3.275731746217085405e-01,1.364137865635478564e-01,6.119927497953117079e-01,7.514224699866024482e-01,5.070626414382518599e-01,1.507706682199939641e-01,7.140233472209972510e-01,2.445604336091713460e-01,8.309359384682546423e-02,8.505898772487370252e-01,8.948843178567154055e-01,6.552680925274161350e-01,2.563569125789588732e-01,9.058647837007121062e-01,3.420495518396982071e-02,5.337950323924287588e-01,1.732476773358653244e-01,1.025454539098945572e-01,6.484472027929764071e-01,7.843595540272685351e-02,7.783582378382924993e-02,5.158980818558948078e-01,7.615721765050469383e-01,4.518062801075860557e-01,6.260958595770996782e-01,5.261570685454519669e-02,4.533325167501063291e-01,4.360928761542245402e-01,9.112527065914772795e-01,6.889159840628432674e-01,1.330089600075554657e-01,2.713738748867926542e-01,7.526208692873354034e-01,4.641431910763654800e-01,8.826135015097564818e-01,7.205300305803105099e-01,3.666639651837293457e-01,4.520868106838563660e-01,1.088550805310789515e-01,9.473145361498244155e-01,3.939555166505375183e-01,6.500441199893142175e-01,7.524342678630994152e-01,6.101675667314916396e-01,3.085596614820903527e-01,1.849905274620745610e-01,6.573874374754742345e-01,6.897404325060830788e-01,3.000593264714701558e-01,3.906871222435446267e-01,4.963129792940720320e-01,7.961570534767613561e-01,9.813935824268461561e-01
4.193601685524973588e-01,1.611885969827386855e-02,2.787237172301159083e-01,2.388689637578133018e-01,1.271761036480527629e-01,2.588135199069380166e-01,7.235865522706889097e-01,1.419248610939800592e-01,7.149173764159817424e-01,5.182342590151584050e-01,4.855658552436818987e-01,2.538381414669693692e-01,4.754344033896196198e-01,1.787108201133963403e-01,5.154733237945479107e-01,9.278568899919635848e-01,4.787650974054360464e-01,9.131852683807386573e-01,4.065950336538074472e-01,8.558046723304346681e-02,9.527400537757464427e-01,6.875575835692862015e-01,7.934409033194499417e-01,3.759526824470837969e-01,7.280012168291470909e-01,2.174526787879350609e-01,1.305450923250617290e-02,9.869406115328791529e-01,4.209336671944962083e-01,6.599123936347994768e-01,9.753777996143583318e-01,7.469332854211653272e-01,6.748684098424106992e-02,4.873202952669719590e-01,6.693446457658236426e-03,9.194690817952655415e-03,1.729065817065045252e-01,4.694713320991446004e-01,3.891806363741734387e-01,8.174424237109704228e-01,9.008568957560048052e-02,3.125639098583601339e-01,8.887045990412785201e-01,3.723082356940192739e-01,4.836130915809623287e-01,9.165403677691823514e-01,6.693257351646280107e-01,7.100242745620820584e-01,2.241927620339401184e-01,9.664396474472420895e-01,1.781997987012721163e-01,8.053638180587479045e-01,8.867941847482663231e-01,4.652651256559813264e-01,1.545253253011924510e-02,6.255018206565498007e-01,7.236025019755080168e-01,1.704488377660690057e-01,2.520410070893384091e-01,5.298675112421430411e-01
1.369891818503238268e-01,9.375074457154110030e-01,8.226120328443125018e-01,9.378880091276842190e-01,1.017785685337652124e-01,3.089642200933728766e-01,1.819106008817986675e-01,7.211133095097578272e-01,2.923746004363925177e-02,3.111590428004927800e-01,7.988234194567206403e-01,3.850920065164753492e-01,7.580673324335618357e-01,4.321831225577971169e-01,1.469683233375362885e-01,4.496601302857031746e-01,8.022070510241199326e-01,8.862623625386123472e-01,9.115268722036706794e-01,2.282151732166853852e-01,6.753922667886451681e-01,6.052092872315733008e-01,5.218904089201439334e-01,3.825822747140380509e-01,2.091332290466904054e-01,7.380304730822498938e-01,9.124244550497141448e-01,4.685170397505933337e-01,3.142348769897664873e-01,4.207060898748219424e-01,8.111573421417217489e-02,7.956220099697332016e-01,3.582517214130722660e-01,6.294824262988961694e-01,2.882703102259429606e-01,7.793959405440497035e-01,2.413615087095074552e-01,1.566706953443673944e-01,6.953176483712514289e-01,8.895963445267374148e-02,8.830617919084736700e-01,9.816783190353386424e-01,6.176855106167441489e-01,5.693885267247865700e-01,6.327511690069195227e-01,9.786636879971964964e-01,3.090910564470530364e-01,3.258535989850713799e-01,2.587398563651526207e-01,7.572640952999787345e-01,8.672185577714356386e-01,3.438340064070354307e-01,3.299997182660131534e-01,5.660060601104422995e-01,6.183578381373949773e-01,3.606781851179484688e-01,7.442161203134068925e-01,8.409799730074168922e-01,8.530773073222831515e-01,8.899452852108291623e-01
2.282391066574163130e-02,7.940069200127780613e-01,3.153847389043571425e-01,6.453375131030575362e-01,8.899929979477164688e-01,9.951907312815703177e-01,1.402390573100648075e-01,9.466197619240641625e-01,6.761460988616123657e-01,5.114157071977593061e-01,1.917914123025910023e-01,3.709982734540216986e-01,7.634461059353824242e-01,7.596232868044928699e-01,6.347509595402703875e-01,4.766528164633537790e-01,5.558670418410172065e-02,2.111152610960157494e-01,8.952520375902928151e-01,6.167237162553188545e-01,2.446705784227533043e-01,8.116974690513201196e-03,2.838834239215214383e-01,1.034623298953740722e-01,8.104402770936558476e-01,1.421871549831587034e-01,9.999699318448299623e-01,9.745389187089267269e-01,9.419239691621855703e-01,8.790443685248273686e-01,7.704022068690541403e-02,5.343847491372843983e-02,8.761350800909309955e-01,4.593520196588306570e-01,5.308934665013951282e-01,2.680746025752132056e-01,8.287294327772940505e-01,8.977041704947392731e-01,8.106158319912516452e-01,5.159902905738575907e-01,9.357242629968628433e-01,6.410133782904454680e-01,8.108974787521292527e-01,1.712151029847670536e-01,5.595519530921024831e-01,5.180200475964190643e-01,7.763286440557768397e-01,4.553731837782537539e-02,6.486570882574536068e-01,9.735036879489933348e-02,2.463262244480038943e-01,7.728495008113236420e-01,1.020352135131872284e-01,5.150430836998237671e-01,6.424436303579182939e-01,3.034226535583907092e-01,6.043475745955224632e-01,8.534395235917489053e-01,1.951258704377888398e-01,9.129351236108504963e-01
4.944986679043145150e-01,1.960754712661202381e-01,1.450163662027397216e-01,6.847549936601388110e-01,6.069459844711575514e-01,1.251145374805503474e-01,8.226174977443780900e-01,2.194272401724532973e-01,4.167029611730699301e-02,1.216426048348201450e-01,4.299571473659505871e-01,8.417875526822667931e-01,6.874070896603611258e-01,9.422454967866151776e-01,9.295547009700595442e-01,8.470919449601989060e-01,3.857030927066010806e-01,9.036613784628777513e-02,7.808858073763425001e-02,8.188261056725659737e-01,6.944116838199595465e-01,4.601069388211423972e-01,2.044987016129421464e-01,8.264807732047960709e-01,4.186619789003124259e-01,1.699622948183879823e-01,5.105901794105460745e-01,6.198539462516610143e-01,6.996647541543218329e-01,3.434328909298042243e-01,1.853259044313526616e-02,5.724838810708721137e-02,4.902225243407796196e-01,8.854181763953805628e-03,4.331277856402939719e-01,9.249217215234394329e-01,8.296590569105198876e-01,1.607481698811062953e-01,2.701468139885725428e-01,5.207434497499384696e-01,7.669790946795237430e-01,7.598914982036454324e-01,6.479839543313818950e-01,4.569736255585321594e-01,4.059740626313198542e-01,5.034686277698520174e-01,9.374473311690871835e-01,6.883143231884411017e-01,8.615184683963765799e-01,4.907656242647961964e-01,8.977910337348206093e-01,1.780692944443086345e-01,7.901498109325778563e-01,7.731257242289791831e-01,9.775320708275335724e-01,9.486515594629223447e-01,9.254701328026276874e-01,7.270461339342636498e-01,2.402139277219917934e-01,2.936472765842346178e-02
2.500485137125458834e-01,7.820068855290998044e-01,1.065472533357355589e-01,8.423299381360072058e-02,7.459649590973442823e-01,8.707594474712218036e-01,6.483980906869413197e-02,9.683712278367273552e-01,8.402702535998529676e-02,2.637569067228515696e-01,8.028175467579057312e-01,3.067909502623786810e-01,8.499825643735541281e-01,4.717365900652438215e-01,8.857832676892929413e-02,7.063753235965642974e-01,9.813633313128424795e-01,2.783382247306183110e-01,9.543981147439517532e-02,2.723630116605977314e-01,6.863661095478429397e-01,8.186251234151444844e-01,6.725182984806032938e-02,1.277368566853717136e-01,2.580923274325834793e-01,9.215843807279622268e-02,5.604412325441476828e-02,3.901277821619641983e-04,6.267748063678435511e-02,6.993538704602801914e-01,4.348896991839424908e-01,4.596632638610890220e-01,2.657997822805429067e-01,6.695137537062668676e-01,2.074571910093723215e-01,8.020594361744021183e-01,4.757309523600788959e-01,5.363148570108157154e-01,6.842910738126514181e-01,6.101464198554059637e-01,7.379933658987218870e-01,4.849808760385557749e-01,4.590980013948057215e-01,5.105195367495831693e-01,8.491788389978416340e-01,5.323618534486898035e-01,8.334763002301847079e-01,5.196362936764469254e-01,9.038407674037185480e-02,3.597907093693061276e-01,4.222787822577587225e-01,6.623675873770373812e-02,6.708520985257648839e-01,4.268631603302222022e-01,8.886198511974878755e-01,3.524950007712218669e-01,9.361210037755252067e-03,8.521394923579453939e-01,2.830816593942654391e-01,5.600027522051641560e-01
4.847600224481573017e-01,7.454675187692409999e-01,5.006906431549814629e-01,3.617081469251238746e-01,8.137796595382678078e-01,8.229636656557193231e-02,1.054475498860784066e-01,8.021717320334442736e-02,6.743120238148143653e-01,2.684338892572641910e-01,4.039208163012060204e-01,8.515128373030678155e-01,7.784926953215284273e-01,8.640963332947758646e-01,8.118020370786426243e-01,5.337656738433498305e-01,6.435747386625318978e-01,8.563411968271187336e-01,2.117654999217842837e-01,9.731834116845650140e-02,8.574697055585630556e-01,5.892569806430625334e-01,7.792775074909262800e-01,2.984014562486073663e-01,4.625020666371308931e-01,2.596763328953751726e-01,1.572837809974695356e-01,4.932813682265545507e-01,7.370269148387962321e-01,2.052159350242988012e-01,5.282726317488565249e-01,1.694148415519324269e-01,8.957033639424502036e-01,4.492905604347889881e-01,6.573292592881591068e-01,9.095247467932043861e-01,5.297968693948866825e-01,8.734339223315024103e-01,4.167558875933113915e-01,9.675798312016693492e-01,9.639115696811872969e-01,4.659660305992876506e-01,2.268319554789604009e-01,4.398794617541584850e-01,4.235898525974214346e-01,8.741304158218510256e-01,5.874102250860546715e-02,1.985116307067280594e-02,9.090859266991702103e-01,2.385321136883500337e-01,6.634782300680233114e-01,4.693589246365268419e-01,5.014391924932376510e-01,8.970852788982626169e-01,9.904547316728647965e-01,8.995729872853843734e-01,3.188387243287694739e-01,6.333170718893320617e-01,8.109896903381856870e-01,3.115099806825383233e-02
3.038773874004507825e-02,6.981890947604382225e-01,6.072940537641182690e-01,1.094658150376065509e-01,4.325373693115069917e-01,7.249855684484645124e-01,7.317048025885730667e-02,6.291557372146303617e-01,3.985679959408426898e-01,3.215097936051036775e-01,4.221277322223455641e-01,7.355029917861409805e-01,7.600093747321827742e-01,1.238178114249871564e-01,7.871080883465620959e-01,3.753279700703182620e-01,8.648629988543526936e-01,1.823500415195816737e-01,6.208505936836397066e-01,5.895200186210866056e-01,9.513084248316221458e-01,1.664028849483295547e-01,9.064442231902204439e-01,6.418729166278174247e-01,3.916720209560449195e-01,9.207346113604779614e-01,9.448596111089564431e-01,9.601106856820162960e-01,8.385184581134951243e-01,8.554372886608054838e-01,2.004963482858639345e-01,3.979814741065661465e-01,7.849200025430289607e-01,7.892526767308916114e-02,7.858517777267168825e-01,9.288727141795760645e-02,7.233988378140802089e-01,8.183666418878355886e-01,8.707183142549115296e-01,5.029254549112149864e-01,5.188729121706792125e-02,8.263879281689703316e-01,3.136471938736407061e-01,6.626970681642767591e-01,8.044352105112279050e-01,3.283743689834880408e-01,6.865266774736248356e-01,6.535426422192456286e-01,8.703999429284101641e-01,5.900854943118272189e-01,9.194257208412158766e-01,2.832590305435787048e-01,6.466809288336413664e-01,8.884095294509697371e-02,4.164933539272447360e-01,6.204596420426365944e-01,3.038085974337938477e-01,6.900088739712680885e-01,7.763326929444861468e-01,3.729342683719658602e-01
2.911787372178664679e-01,5.113825286655773183e-01,1.482999845853057996e-01,1.933622153812173394e-01,8.284126080700370265e-01,2.688183446006158217e-01,2.410519281311453987e-01,2.606431495648369179e-01,8.092783481131807788e-01,3.483627052652136236e-01,8.342362845559839757e-01,6.554472378775574315e-01,8.134390900756574005e-01,6.857661099106825420e-01,1.863945040025166699e-01,9.149437031802728493e-01,8.207741358338995763e-01,8.444933056855241649e-02,1.466509403702667136e-01,3.675504933472971691e-01,1.753252187388567584e-01,7.021715723176611412e-01,6.214944910385905574e-01,7.875658993348586545e-01,5.761207022741201556e-01,2.911632657608151931e-01,6.359368327414084421e-01,2.337170223498026278e-01,2.091369813064066774e-01,1.387753414044429201e-01,2.160595560966220852e-01,1.322405555513312958e-01,1.493151057707553520e-01,9.337981968015780510e-01,5.396330525781766196e-01,3.622566055479611302e-01,5.653364647913199370e-01,7.790313570076574656e-01,3.422959663742056735e-01,8.901537383359345856e-01,7.773460722267980794e-01,9.673810975931784739e-03,9.014348462336698731e-01,6.611015708082454978e-01,4.619211884472288476e-01,7.050576779583316300e-01,2.059523756370214009e-01,2.523879160656701259e-01,1.820090851827851353e-01,7.063205381692045925e-01,1.732918436086599012e-01,8.720785396373555987e-01,6.555307794135549759e-01,3.196114645203396165e-02,2.199461861870152246e-01,4.658764993964658041e-01,1.959225269523325874e-01,2.719336135717712599e-01,3.054354757910882068e-01,4.416834868850372242e-01
3.864637659356136012e-01,4.176774627959345398e-02,1.833065710570602747e-01,9.521351454307005469e-01,6.928211986729133631e-01,5.419330248625423563e-01,3.913920393375480700e-01,7.509001415054772366e-02,3.758711170266301194e-01,2.777243615497936302e-01,8.220891196427744241e-01,3.660545156960903768e-01,3.678563383775812490e-01,6.568053924018245615e-01,3.305776777869120497e-01,5.928114463754717844e-01,5.821794385489489354e-01,8.110572079818063607e-01,8.372722430760205503e-01,1.226820774246055734e-01,5.662169618609067534e-01,8.610712989986706312e-01,7.583370804885325445e-02,9.098480829381625501e-01,1.479195441462883842e-01,2.389289651045237717e-01,7.988568716512126633e-01,4.477313791318389136e-01,6.973455014067230229e-01,4.418767530918950026e-01,2.761216186452197796e-01,3.761252543806903326e-01,2.995938540695136654e-01,6.170016172557276635e-01,2.541810951575822486e-01,4.429751640458872153e-01,4.081367825261728033e-01,9.730328090784101658e-01,4.033365167341491642e-01,1.092759332759175583e-01,7.309488295473994812e-01,1.734331560928915605e-01,5.385560494658774289e-01,3.031893454281175959e-02,7.990500410066653236e-01,7.783272891182625441e-01,3.448660123987745685e-01,7.509840549540888199e-01,7.656861410164095272e-01,7.873201750141500810e-02,8.679963178445747607e-01,2.171832478803863431e-01,1.857086631102646823e-01,1.876243620724900030e-01,7.464913139569844258e-01,1.140502937391358884e-01,3.425074143405174576e-01,8.162575060770338453e-02,5.342788640147162482e-01,5.463043747277651629e-02
