9.130629896316381222e-01,4.891883975991717648e-03,9.477686632305120096e-01,7.035436474322602773e-01,6.378839027111805615e-01,1.942466263480608912e-01,4.526564701827886505e-01,6.971331477661025788e-01,6.913659550186660452e-01,8.237524955348051181e-01,6.794536592704583100e-01,6.112372351082451249e-01,9.871884934079364626e-01,4.577397770785364139e-01,4.864333325025792520e-01,7.242842707438141847e-01,9.041024488290985150e-01,5.323777654129205894e-01,3.752465753310055829e-01,4.166131468499872925e-01,6.146305485630265686e-01,8.048641939296935499e-01,2.204452873524472833e-01,9.479488022662935220e-01,4.979321357057554520e-01,8.286657054820597557e-01,1.193139362076527377e-01,3.135451303297870362e-01,8.403001312952668167e-01,5.329032845872616608e-01,3.674680826060083838e-02,8.605308569516371131e-01,4.061370471053832309e-01,6.150221153947854624e-02,5.424905830629789261e-01,7.420501564849939502e-01,2.288976307122051468e-01,6.570854283687443953e-02,4.227331193100533069e-01,2.915270082386112183e-01
4.622867166906408087e-03,4.377795788296581225e-01,5.860732539294015719e-01,9.635224771459744986e-01,2.782959789625625291e-01,1.091364360406450462e-01,2.876082460944463515e-01,9.790314086519112946e-01,8.231759817075667840e-02,4.225174664917308309e-02,8.346775915108550770e-01,7.799041214605455519e-01,4.624411186330769086e-01,4.507911664852739531e-01,6.623254428149040196e-01,5.493625970736816244e-01,5.244702246212340491e-02,4.453850317450946950e-02,6.705467155940607604e-01,3.576989323980770408e-01,6.981147854763987137e-01,6.374618504161433385e-01,2.982160292658495582e-01,2.943592284845353291e-01,1.603451462641880543e-01,2.482067623133923373e-01,7.648734582005680682e-01,9.338842552175208311e-02,6.246452343763584381e-01,7.280360838667334633e-01,8.973486976232780687e-02,9.049257751409980344e-01,9.182650524880108245e-01,1.302208449608512897e-01,1.781019656561608766e-01,4.773853741931431971e-01,5.631409883920557302e-02,2.889745522536210087e-01,2.355873375914427914e-01,8.354838132511499538e-02
6.970523725909858470e-01,8.805239111279401509e-01,4.358327983042985521e-01,1.648310445146712322e-01,8.453163573928086372e-01,2.500901262418606663e-01,2.876457587593023169e-01,1.037134736912503907e-02,1.468587742433358212e-01,4.176608323930186550e-03,8.608539238160867191e-01,4.286045378994604027e-01,1.165041582742720738e-02,5.749473264583762067e-01,5.245115252779135595e-01,7.373505948430023604e-01,8.987008789752691795e-01,4.855116110521480177e-01,1.693537152978574767e-02,3.108948607482666660e-01,3.553678380679997639e-01,2.958097876895009470e-01,1.533493725515967521e-01,5.392294125110627112e-01,1.878717861879943829e-01,7.643310417461374184e-01,5.790815771744173279e-01,4.072235642239585562e-01,1.633104433762504470e-01,3.857408589004525101e-01,2.064198654295837931e-01,4.867824710374510921e-01,9.099493814638383027e-01,1.967598963870376139e-01,8.783638439914932539e-01,8.999484577727556722e-02,5.075320339571754991e-01,2.255832827675130492e-02,2.858751205199843159e-01,7.532652234455917695e-01
2.222586780206881052e-01,3.171466263844395783e-01,9.621860149595148348e-01,7.148023609346939589e-01,7.091040723799825196e-01,2.683833947328327918e-01,1.759467221724154706e-01,1.819909084103966679e-01,8.546971570187210654e-01,8.666305482375524782e-01,8.765944580282395426e-01,1.265080790122826704e-01,6.568807704303551986e-01,9.827514648708002287e-01,8.983882307503072706e-01,4.872255299577774590e-01,9.442271452384032315e-01,2.307093200233978347e-01,3.912010019699952990e-01,8.969032069494955461e-01,8.306578095714518550e-01,1.298438050416451661e-01,2.466579780442758052e-01,9.001986598056728184e-01,9.893615869130844009e-01,7.103605867622536651e-01,2.885528654756649436e-01,4.676166866040073478e-01,5.122560520193470968e-01,1.457522219379834283e-01,1.059253488807898602e-02,4.665116834245932598e-01,9.237690937458031826e-02,5.084080657125897851e-01,5.345767011302985372e-01,4.674439171338484744e-02,6.862924440897640865e-01,9.416619012025693181e-01,5.996387963327340920e-01,1.357495523127004722e-01
7.761582878630793880e-01,5.414012612812804104e-01,7.217904166478642525e-01,4.820844580206047336e-01,5.806932223902778745e-01,8.635425302978932960e-01,1.732835798875698163e-01,8.868914774894647302e-01,4.687868034215507684e-01,8.881661459985102924e-01,3.780924618810517224e-01,4.556549036669910180e-01,6.745733418947634785e-01,2.027616540397064737e-01,4.587418894270735015e-01,1.592912871448434187e-01,7.843828688908360824e-02,8.220598888077620403e-01,9.273451225399332865e-01,2.998375860080256805e-01,6.943630408553158606e-02,2.674502251434570654e-01,5.922091688174379032e-01,7.802530440880552920e-01,3.232837019849732485e-02,3.956035227183766212e-01,4.454180310830443412e-01,8.865800281222542267e-01,9.207805703136029418e-02,1.366422816666612583e-02,5.303485944205235114e-01,6.171929428177050925e-01,9.855802542301350666e-02,9.589489827420702994e-01,4.129086774248124092e-01,8.445151072299150741e-01,8.592098970132295843e-01,9.486025856748286911e-01,3.727329197538333805e-01,1.822364117983308329e-01
4.394450201285259316e-01,5.779991313765586725e-01,5.453500754981688292e-01,5.658967613226636439e-01,3.632254365994600498e-01,7.153159314331206664e-01,4.012436626056246070e-01,7.941341585400804037e-01,6.555463477931480210e-01,2.730529920174247227e-01,8.288094583871946641e-01,5.593923662028931210e-01,1.940285892751266728e-01,8.957794529102741654e-01,5.252076266518923564e-02,4.118394981953449330e-01,6.164237596254416029e-01,2.251608349274624166e-01,3.024427281351503849e-01,1.805326785427947556e-01,7.153533700762755299e-01,3.468618704083104021e-03,6.493272014264365177e-01,9.014707542065304446e-01,7.366284052853966369e-01,9.224414637656042082e-01,2.587141412096318760e-01,4.260058263549904023e-01,3.698223997062868307e-01,1.826584787856652126e-01,8.373816280875214790e-01,5.353072578089508315e-01,3.003339804644387101e-01,1.938589102131744735e-01,4.339252815248383355e-01,2.544783026005754678e-01,4.083335509259564677e-01,8.667044060145289164e-01,9.211158743325394971e-01,4.836862346765818943e-01
6.605582256374885608e-01,6.593556036195834524e-01,5.460999333358281804e-01,3.826383980414534980e-01,1.002512664601916681e-01,1.631894863329296230e-01,8.929133131969567705e-01,8.982051393081442736e-01,9.924707829071577336e-02,8.365049918378502092e-01,7.608750487841952070e-01,2.411605728215109323e-01,9.973095132598841506e-01,8.341544821584118141e-01,9.127543165384499613e-02,1.157565466941202770e-01,5.078008777921247940e-01,8.459788640273134819e-01,7.841782755981243636e-01,6.356721737669911443e-01,1.264370148744992095e-01,4.472823096254496811e-01,3.338057987609540644e-01,6.632022308031781943e-01,9.418098094843762036e-01,3.848061112368469372e-01,3.610078028679086781e-01,5.496299655576987186e-01,9.712213723296346801e-01,8.666579651419312746e-01,2.800951330884240420e-01,7.459616574286926927e-01,4.632356209749411979e-01,8.976594937150680353e-01,5.143211918863831444e-01,7.323856903319357903e-01,2.864038622033170389e-01,9.581040746615477888e-01,4.885718336735617173e-01,6.706660329575936386e-01
9.334663235029627693e-02,1.545718443866128666e-02,1.531606024053162596e-01,5.357464023152123112e-01,1.524155148967499818e-01,5.378888820578897612e-01,8.258802874317560105e-01,1.689616847149398859e-01,7.428416202192466011e-01,2.055349202419843868e-01,2.476806170043676092e-01,8.537372583118124636e-01,6.268688279207996761e-01,8.361063038051593788e-01,2.456922478216947425e-01,2.938730666276926362e-01,1.937259834295865790e-01,5.158933503122407060e-01,3.777782143279608817e-01,9.328402427027034927e-01,7.137432521207024427e-01,3.092282146434615075e-01,4.036962228879981129e-01,6.821589471447891961e-01,4.433291277502278138e-01,3.122161194793857675e-01,5.591870687129609774e-01,6.722917595186946871e-01,2.485988085084300803e-01,5.934920188140806463e-01,7.519404662792135152e-01,9.513842003879763309e-01,7.791871544876044497e-01,8.006211501651319118e-01,3.316342853666304213e-01,4.467348049604542570e-01,9.986223801675956357e-01,6.478366175109951941e-01,3.554233285272956344e-01,8.190175298846269492e-01
7.350175882159258878e-01,8.963564871504681175e-01,9.771752631588768168e-01,5.041243101035823848e-01,7.374025668022243796e-01,7.887158623506717037e-01,2.733936874263666050e-01,3.181960915020467517e-01,7.485592927218277515e-01,8.154590858074598492e-01,4.817940689817702404e-01,9.525899348327480087e-01,7.058689392445260946e-02,5.784590901884556491e-02,4.334208215615960036e-01,7.088713927965952788e-01,7.000420487158202087e-01,8.849207982316364962e-02,2.511073501978030587e-01,7.512305444138577259e-01,2.786542145558926764e-01,3.354981721531523631e-01,9.259966709238387494e-02,4.341243362531133076e-01,5.420551091860178472e-01,4.074977170085430922e-01,7.345109861002893092e-01,2.017792669897684465e-01,4.696878492262289706e-01,4.732687635025573103e-01,7.236460458696130083e-01,1.761344624906526768e-01,5.957591663170801466e-01,2.446538146822940796e-03,2.527267847992239469e-01,9.640018012739780540e-01,3.022013678451240803e-01,8.835569307692737739e-01,5.358552892152428360e-01,5.958376781834560099e-01
3.563450299055541670e-01,8.200088753713298262e-01,7.666270297637467479e-02,8.962103540557720960e-01,5.133438545706355827e-01,7.273382696494179456e-02,3.216799935235125085e-01,8.353597874564154813e-01,7.993704325592060345e-01,2.529916073581435221e-01,5.985845508890914601e-01,7.439964962725154063e-02,1.702511343244894615e-02,9.597506972275222648e-01,6.238687849281043807e-01,8.759662673096622054e-01,3.249009802371044531e-01,4.362141695733722235e-01,6.302363419209400242e-01,6.205156046087502153e-01,7.008866354861753578e-01,9.480303046885214524e-01,6.178050026925404614e-01,3.138506978503495803e-01,8.244534890497802193e-01,7.349550172164560635e-01,1.396328016966912333e-01,2.184059425410527222e-01,7.016462870895724402e-01,9.262101534121195412e-01,4.099186027790482356e-01,1.016217520460890311e-01,4.202783196792246878e-01,6.802678272946983684e-01,5.838679200627393540e-01,8.955137580702905442e-01,4.594275861018767282e-01,2.012077597564253528e-01,1.570428713147413724e-01,2.686736208941471471e-01
